06-06-22, 50.0
PPCI&N;Abrev. Net. Name;Net. Type;MCC;MNC;Country Initials;Organisation;Network;SIM;Last Update
OnAir;OnAir;GSM 1800;901;15;AAA;SITA Switzerland Sarl;ONAIR;8988298;2016-03-02
AeroMobile;AeroMob;GSM 1800;901;14;AAA;AeroMobile AS;AeroMobile;8988299;2016-03-02
Telenor Maritime;TelenorM;3G 1800;901;12;AAM;Telenor Maritime AS;Telenor Maritime;8988232;2016-03-16
Telenor Maritime;TelenorM;3G 2100;901;12;AAM;Telenor Maritime AS;Telenor Maritime;8988232;2016-03-16
Telenor Maritime;TelenorM;GSM 1800;901;12;AAM;Telenor Maritime AS;Telenor Maritime;8988232;2016-03-16
Telenor Maritime;TelenorM;GSM 1900;901;12;AAM;Telenor Maritime AS;Telenor Maritime;8988232;2016-03-16
Telenor Maritime;TelenorM;GSM 900;901;12;AAM;Telenor Maritime AS;Telenor Maritime;8988232;2016-03-16
Telenor Maritime;TelenorM;LTE 1800;901;12;AAM;Telenor Maritime AS;Telenor Maritime;8988232;2016-03-16
Telenor Maritime;TelenorM;LTE 1900;901;12;AAM;Telenor Maritime AS;Telenor Maritime;8988232;2016-03-16
Telenor Maritime;TelenorM;LTE 800;901;12;AAM;Telenor Maritime AS;Telenor Maritime;8988232;2016-03-16
Telecom26;T26;GSM 1800;901;46;AAM;Telecom26 AG;Telecom26;8988306;2020-04-28
Telecom26;T26;GSM 900;901;46;AAM;Telecom26 AG;Telecom26;8988306;2020-04-28
Tampnet;Tampnet;GSM 1800;901;71;AAM;Tampnet AS;Tampnet;890157;2022-06-07
Tampnet;Tampnet;GSM 850;901;71;AAM;Tampnet AS;Tampnet;890157;2022-06-07
Tampnet;Tampnet;LTE 1800;901;71;AAM;Tampnet AS;Tampnet;890157;2022-06-07
Tampnet;Tampnet;LTE 2100;901;71;AAM;Tampnet AS;Tampnet;890157;2022-06-07
Tampnet;Tampnet;LTE 2600;901;71;AAM;Tampnet AS;Tampnet;890157;2022-06-07
Tampnet;Tampnet;LTE 700;901;71;AAM;Tampnet AS;Tampnet;890157;2022-06-07
Tampnet;Tampnet;LTE 800;901;71;AAM;Tampnet AS;Tampnet;890157;2022-06-07
Tampnet;Tampnet;LTE 850;901;71;AAM;Tampnet AS;Tampnet;890157;2022-06-07
Tampnet;Tampnet;LTE 900;901;71;AAM;Tampnet AS;Tampnet;890157;2022-06-07
Tampnet;Tampnet;GSM 850;311;170;AAM;Tampnet AS;Tampnet;891170;2019-03-19
Tampnet;Tampnet;LTE 2100;311;170;AAM;Tampnet AS;Tampnet;891170;2021-02-08
Tampnet;Tampnet;LTE 2600;311;170;AAM;Tampnet AS;Tampnet;891170;2021-02-08
Tampnet;Tampnet;LTE 850;311;170;AAM;Tampnet AS;Tampnet;891170;2019-12-09
Inmarsat;INX;GSM Satellite;901;11;AAQ;Inmarsat Global Ltd;Inmarsat Global;8987099;2016-03-16
EchoStar Mobile;EML;MSS 2000;901;50;AAQ;EchoStar Mobile Ltd;EchoStar Mobile Ltd;8988248;2016-02-02
AW Digicel;Digicel;3G 2100;363;02;ABW;New Millennium Telecom Services NV;Digicel;8929702;2016-01-12
AW Digicel;Digicel;GSM 1800;363;02;ABW;New Millennium Telecom Services NV;Digicel;8929702;2016-01-12
AW Digicel;Digicel;GSM 900;363;02;ABW;New Millennium Telecom Services NV;Digicel;8929702;2016-01-12
SETAR;SETAR;3G 2100;363;01;ABW;Servicio di Telecomunicacion di Aruba;SETAR GSM;8929786;2015-11-19
SETAR;SETAR;3G 900;363;01;ABW;Servicio di Telecomunicacion di Aruba;SETAR GSM;8929786;2019-07-31
SETAR;SETAR;GSM 1800;363;01;ABW;Servicio di Telecomunicacion di Aruba;SETAR GSM;8929786;2015-11-19
SETAR;SETAR;GSM 900;363;01;ABW;Servicio di Telecomunicacion di Aruba;SETAR GSM;8929786;2015-11-19
SETAR;SETAR;LTE 1800;363;01;ABW;Servicio di Telecomunicacion di Aruba;SETAR GSM;8929786;2015-11-19
SETAR;SETAR;LTE-FDD 700;363;01;ABW;Servicio di Telecomunicacion di Aruba;SETAR GSM;8929786;2019-07-31
SETAR;SETAR;LTE-FDD 800;363;01;ABW;Servicio di Telecomunicacion di Aruba;SETAR GSM;8929786;2019-07-31
Etisalat Af;Etisalat;GSM 1800;412;50;AFG;Emirates Telecommunications Corporation (ETISALAT);Etisalat Afghanistan;8993501;2007-03-22
Etisalat Af;Etisalat;GSM 900;412;50;AFG;Emirates Telecommunications Corporation (ETISALAT);Etisalat Afghanistan;8993501;2007-03-22
MTN AF;MTN;GSM 1800;412;40;AFG;MTN Afghanistan;MTN Afghanistan;899340;2012-02-01
MTN AF;MTN;GSM 900;412;40;AFG;MTN Afghanistan;MTN Afghanistan;899340;2012-02-01
ROSHAN;ROSHAN;GSM 900;412;20;AFG;Telecom Development Company Afghanistan Limited;ROSHAN;899379;2011-10-20
AF AWCC;AWCC;GSM 1800;412;01;AFG;Afghan Wireless Communication Company;AWCC;899301;2012-02-09
AF AWCC;AWCC;GSM 900;412;01;AFG;Afghan Wireless Communication Company;AWCC;899301;2012-02-09
MOVICEL;AGOMV;3G 900;631;04;AGO;Movicel - Telecomunicações, S.A. ;MOVICEL;8924404;2017-05-12
MOVICEL;AGOMV;GSM 1800;631;04;AGO;Movicel - Telecomunicações, S.A. ;MOVICEL;8924404;2017-05-12
MOVICEL;AGOMV;GSM 900;631;04;AGO;Movicel - Telecomunicações, S.A. ;MOVICEL;8924404;2017-05-12
MOVICEL;AGOMV;LTE 1800;631;04;AGO;Movicel - Telecomunicações, S.A. ;MOVICEL;8924404;2017-05-12
UNITEL;UNITEL;3G 2100;631;02;AGO;Unitel S.A.;UNITEL;8924402;2016-03-16
UNITEL;UNITEL;GSM 1800;631;02;AGO;Unitel S.A.;UNITEL;8924402;2016-03-16
UNITEL;UNITEL;GSM 900;631;02;AGO;Unitel S.A.;UNITEL;8924402;2016-03-16
UNITEL;UNITEL;LTE 1800;631;02;AGO;Unitel S.A.;UNITEL;8924402;2016-03-16
FLOW;FLOW;GSM 850;365;840;AIA;Cable and Wireless (Anguilla) Ltd;FLOW;8901010;2016-08-22
ALBtelecom;ATmobile;3G 2100;276;03;ALB;ALBtelecom sh.a.;ALBtelecom;8935503;2017-07-31
ALBtelecom;ATmobile;GSM 1800;276;03;ALB;ALBtelecom sh.a.;ALBtelecom;8935503;2017-07-31
ALBtelecom;ATmobile;GSM 900;276;03;ALB;ALBtelecom sh.a.;ALBtelecom;8935503;2017-07-31
ALBtelecom;ATmobile;LTE 1800;276;03;ALB;ALBtelecom sh.a.;ALBtelecom;8935503;2017-07-31
ALBtelecom;ATmobile;LTE 2600;276;03;ALB;ALBtelecom sh.a.;ALBtelecom;8935503;2017-07-31
Voda AL;Voda AL;3G 2100;276;02;ALB;Vodafone - Albania;Vodafone Albania;8935502;2016-12-20
Voda AL;Voda AL;GSM 1800;276;02;ALB;Vodafone - Albania;Vodafone Albania;8935502;2016-02-04
Voda AL;Voda AL;GSM 900;276;02;ALB;Vodafone - Albania;Vodafone Albania;8935502;2016-02-04
Voda AL;Voda AL;LTE 1800;276;02;ALB;Vodafone - Albania;Vodafone Albania;8935502;2016-12-20
Voda AL;Voda AL;LTE 2600;276;02;ALB;Vodafone - Albania;Vodafone Albania;8935502;2016-12-20
One.al;One.al;GSM 1800;276;01;ALB;One Telecommunications sh.a;One.al;8935501;2020-09-21
One.al;One.al;GSM 900;276;01;ALB;One Telecommunications sh.a;One.al;8935501;2020-09-21
One.al;One.al;LTE 1800;276;01;ALB;One Telecommunications sh.a;One.al;8935501;2020-09-21
One.al;One.al;LTE 2100;276;01;ALB;One Telecommunications sh.a;One.al;8935501;2020-09-21
One.al;One.al;LTE 2600;276;01;ALB;One Telecommunications sh.a;One.al;8935501;2020-09-21
One.al;One.al;LTE 800;276;01;ALB;One Telecommunications sh.a;One.al;8935501;2020-09-21
One.al;One.al;UMTS 2100;276;01;ALB;One Telecommunications sh.a;One.al;8935501;2020-09-21
One.al;One.al;UMTS 900;276;01;ALB;One Telecommunications sh.a;One.al;8935501;2020-09-21
AndorraTelecom;AndorraT;3G 2100;213;03;AND;Andorra Telecom, S.A.U.;ANDORRA TELECOM;8937603;2018-11-13
AndorraTelecom;AndorraT;3G 900;213;03;AND;Andorra Telecom, S.A.U.;ANDORRA TELECOM;8937603;2018-11-13
AndorraTelecom;AndorraT;GSM 1800;213;03;AND;Andorra Telecom, S.A.U.;ANDORRA TELECOM;8937603;2018-11-13
AndorraTelecom;AndorraT;GSM 900;213;03;AND;Andorra Telecom, S.A.U.;ANDORRA TELECOM;8937603;2018-11-13
AndorraTelecom;AndorraT;LTE 1800;213;03;AND;Andorra Telecom, S.A.U.;ANDORRA TELECOM;8937603;2018-11-13
AndorraTelecom;AndorraT;LTE 800;213;03;AND;Andorra Telecom, S.A.U.;ANDORRA TELECOM;8937603;2018-11-13
CHIPPIE;CHIPPIE;GSM 900;362;91;ANT;UTS N.V.;UTS Wireless Curacao;8959991;2014-10-03
Telcell GSM;Telcell;GSM 900;362;51;ANT;Telcell N.V.;Telcell N.V.;8959951;2001-10-25
Digicel;Digicel;3G 2100;362;69;ANT;Curaçao Telecom N.V.;Digicel Curacao;8959969;2015-12-18
Digicel;Digicel;3G 850;362;69;ANT;Curaçao Telecom N.V.;Digicel Curacao;8959969;2015-12-18
Digicel;Digicel;GSM 900;362;69;ANT;Curaçao Telecom N.V.;Digicel Curacao;8959969;2015-12-18
Digicel;Digicel;LTE 1800;362;69;ANT;Curaçao Telecom N.V.;Digicel Curacao;8959969;2018-10-16
Kla;Kla;3G 900;362;78;ANT;Telefonia Bonairiano NV (Telbo);Kla;8936278;2015-05-28
Kla;Kla;LTE 1800;362;78;ANT;Telefonia Bonairiano NV (Telbo);Kla;8936278;2015-05-28
du;du;3G 2100;424;03;ARE;Emirates Integrated Telecommunications Company PJSC;du;8997103;2016-02-04
du;du;GSM 1800;424;03;ARE;Emirates Integrated Telecommunications Company PJSC;du;8997103;2016-02-04
du;du;GSM 900;424;03;ARE;Emirates Integrated Telecommunications Company PJSC;du;8997103;2016-02-04
ETISALAT;ETISALAT;3G 2100;424;02;ARE;Emirates Telecom Corp-ETISALAT;ETISALAT;899711;2015-12-11
ETISALAT;ETISALAT;GSM 900;424;02;ARE;Emirates Telecom Corp-ETISALAT;ETISALAT;899711;2015-12-11
CLARO ARGENTINA;CLARO AR;GSM 1900;722;310;ARG;AMX Argentina S.A.;CLARO ARGENTINA;8954310;2015-06-11
CLARO ARGENTINA;CLARO AR;GSM 850;722;310;ARG;AMX Argentina S.A.;CLARO ARGENTINA;8954310;2015-06-11
AR - TEFMVNO;TEFMVNO;GSM 850;722;010;ARG;Telefónica Móviles Argentina S.A.;Telefonica MVNO;895401;2015-06-11
AR - Movistar;Movistar;GSM 1900;722;07;ARG;Telefónica Móviles Argentina S.A.;Telefónica Móviles Argentina S.A.;895407;2015-06-11
AR PERSONAL;AR TP;GSM 850;722;34;ARG;Telecom Argentina S.A.;Personal;8954341;2015-12-11
AR PERSONAL;AR TP;GSM 1900;722;36;ARG;Telecom Argentina S.A.;Personal;8954341;2015-12-11
Ucom AM;Ucom;3G 2100;283;10;ARM;UCOM CJSC;Ucom;8937410;2016-09-06
Ucom AM;Ucom;3G 900;283;10;ARM;UCOM CJSC;Ucom;8937410;2016-09-06
Ucom AM;Ucom;GSM 1800;283;10;ARM;UCOM CJSC;Ucom;8937410;2016-09-06
Ucom AM;Ucom;GSM 900;283;10;ARM;UCOM CJSC;Ucom;8937410;2016-09-06
Ucom AM;Ucom;LTE 1800;283;10;ARM;UCOM CJSC;Ucom;8937410;2016-12-08
Ucom AM;Ucom;LTE 2600;283;10;ARM;UCOM CJSC;Ucom;8937410;2016-09-06
Ucom AM;Ucom;LTE-FDD 800;283;10;ARM;UCOM CJSC;Ucom;8937410;2016-09-06
MTS ARM;MTS Arm;3G 1900;283;05;ARM;MTS Armenia CJSC;MTS Armenia;8937405;2016-06-30
MTS ARM;MTS Arm;3G 2100;283;05;ARM;MTS Armenia CJSC;MTS Armenia;8937405;2016-06-30
MTS ARM;MTS Arm;GSM 1800;283;05;ARM;MTS Armenia CJSC;MTS Armenia;8937405;2016-06-30
MTS ARM;MTS Arm;GSM 900;283;05;ARM;MTS Armenia CJSC;MTS Armenia;8937405;2016-06-30
MTS ARM;MTS Arm;LTE 2600;283;05;ARM;MTS Armenia CJSC;MTS Armenia;8937405;2016-06-30
Beeline AM;Beeline;3G 2100;283;01;ARM;Telecom Armenia CJSC;ARMGSM;8937401;2017-10-31
Beeline AM;Beeline;GSM 1800;283;01;ARM;Telecom Armenia CJSC;ARMGSM;8937401;2015-06-29
Beeline AM;Beeline;GSM 900;283;01;ARM;Telecom Armenia CJSC;ARMGSM;8937401;2015-06-29
Bluesky Communications;BLUESKY;3G 850;544;110;ASM;AST Telecom, LLC;BLUESKY;891684;2012-03-26
ASM ASTCA;ASTCA;LTE 1900;313;120;ASM;American Samoa Telecommunications Authority (ASTCA);ASTCA;890112;2022-04-25
ASM ASTCA;ASTCA;LTE 700;313;120;ASM;American Samoa Telecommunications Authority (ASTCA);ASTCA;890112;2022-04-25
FLOW;FLOW;GSM 850;344;920;ATG;Cable & Wireless Antigua & Barbuda Ltd;FLOW;8901011;2016-08-22
Cingular;Cingular;GSM 900;344;930;ATG;Antigua Wireless Ventures Limited;Digicel Antigua & Barbuda;891380;2015-02-04
APUA inet;inet;GSM 1900;344;03;ATG;Antigua Public Utilities Authority (APUA);APUA inet;8901030;2019-11-04
vodafone AU;voda AU;GSM 1800;505;03;AUS;TPG Telecom Limited;Vodafone;896103;2016-03-16
vodafone AU;voda AU;GSM 900;505;03;AUS;TPG Telecom Limited;Vodafone;896103;2016-03-16
Telstra Mobile;Telstra;LTE 1800;505;71;AUS;Telstra Corporation Limited;Telstra MobileNet;896101;2016-11-22
Telstra Mobile;Telstra;LTE 2100;505;71;AUS;Telstra Corporation Limited;Telstra MobileNet;896101;2016-12-02
Telstra Mobile;Telstra;LTE 2600;505;71;AUS;Telstra Corporation Limited;Telstra MobileNet;896101;2016-12-02
Telstra Mobile;Telstra;LTE 700;505;71;AUS;Telstra Corporation Limited;Telstra MobileNet;896101;2016-12-02
Telstra Mobile;Telstra;LTE 900;505;71;AUS;Telstra Corporation Limited;Telstra MobileNet;896101;2016-12-02
Telstra Mobile;Telstra;LTE 1800;505;72;AUS;Telstra Corporation Limited;Telstra MobileNet;896101;2016-11-22
Telstra Mobile;Telstra;LTE 2100;505;72;AUS;Telstra Corporation Limited;Telstra MobileNet;896101;2016-12-02
Telstra Mobile;Telstra;LTE 2600;505;72;AUS;Telstra Corporation Limited;Telstra MobileNet;896101;2016-12-02
Telstra Mobile;Telstra;LTE 700;505;72;AUS;Telstra Corporation Limited;Telstra MobileNet;896101;2016-12-02
Telstra Mobile;Telstra;LTE 900;505;72;AUS;Telstra Corporation Limited;Telstra MobileNet;896101;2016-12-02
Telstra Mobile;Telstra;3G 2100;505;01;AUS;Telstra Corporation Limited;Telstra MobileNet;896101;2016-03-02
Telstra Mobile;Telstra;3G 850;505;01;AUS;Telstra Corporation Limited;Telstra MobileNet;896101;2016-03-02
Telstra Mobile;Telstra;LTE 1800;505;01;AUS;Telstra Corporation Limited;Telstra MobileNet;896101;2016-03-02
Telstra Mobile;Telstra;LTE 2100;505;01;AUS;Telstra Corporation Limited;Telstra MobileNet;896101;2016-12-08
Telstra Mobile;Telstra;LTE 2600;505;01;AUS;Telstra Corporation Limited;Telstra MobileNet;896101;2016-12-08
Telstra Mobile;Telstra;LTE 700;505;01;AUS;Telstra Corporation Limited;Telstra MobileNet;896101;2016-12-08
Telstra Mobile;Telstra;LTE 900;505;01;AUS;Telstra Corporation Limited;Telstra MobileNet;896101;2016-12-08
Optus AU;Optus;3G 2100;505;02;AUS;SingTel Optus Pty Limited;YES OPTUS;896102;2016-02-04
Optus AU;Optus;3G 900;505;02;AUS;SingTel Optus Pty Limited;YES OPTUS;896102;2016-02-04
Optus AU;Optus;LTE 1800;505;02;AUS;SingTel Optus Pty Limited;YES OPTUS;896102;2017-08-22
Optus AU;Optus;LTE 2100;505;02;AUS;SingTel Optus Pty Limited;YES OPTUS;896102;2017-08-22
Optus AU;Optus;LTE 2600;505;02;AUS;SingTel Optus Pty Limited;YES OPTUS;896102;2017-08-22
Optus AU;Optus;LTE 700;505;02;AUS;SingTel Optus Pty Limited;YES OPTUS;896102;2016-02-04
Optus AU;Optus;LTE 900;505;02;AUS;SingTel Optus Pty Limited;YES OPTUS;896102;2017-08-22
Optus AU;Optus;LTE-TDD 2300;505;02;AUS;SingTel Optus Pty Limited;YES OPTUS;896102;2017-09-05
Pivotel;Pivotel;LTE 2100;505;50;AUS;Pivotel Group Pty Limited;Pivotel;896150;2018-02-21
Pivotel;Pivotel;LTE 850;505;50;AUS;Pivotel Group Pty Limited;Pivotel;896150;2018-02-21
3 AT;3 AT;3G 2100;232;05;AUT;Hutchison Drei Austria GmbH;Drei;894305;2016-03-02
3 AT;3 AT;GSM 1800;232;05;AUT;Hutchison Drei Austria GmbH;Drei;894305;2016-03-02
3 AT;3 AT;GSM 900;232;05;AUT;Hutchison Drei Austria GmbH;Drei;894305;2016-03-02
3 AT;3 AT;LTE 1800;232;05;AUT;Hutchison Drei Austria GmbH;Drei;894305;2016-03-02
3 AT;3 AT;LTE 2600;232;05;AUT;Hutchison Drei Austria GmbH;Drei;894305;2016-03-02
3 AT;3 AT;3G 2100;232;10;AUT;Hutchison Drei Austria GmbH;Drei;894310;2016-03-02
3 AT;3 AT;LTE 1800;232;10;AUT;Hutchison Drei Austria GmbH;Drei;894310;2016-05-25
3 AT;3 AT;LTE 2600;232;10;AUT;Hutchison Drei Austria GmbH;Drei;894310;2016-03-02
A1;A1;3G 2100;232;01;AUT;A1 Telekom Austria AG;A1;894301;2015-11-24
A1;A1;3G 900;232;01;AUT;A1 Telekom Austria AG;A1;894301;2018-01-08
A1;A1;GSM 1800;232;01;AUT;A1 Telekom Austria AG;A1;894301;2015-11-24
A1;A1;GSM 900;232;01;AUT;A1 Telekom Austria AG;A1;894301;2015-11-24
A1;A1;LTE 2600;232;01;AUT;A1 Telekom Austria AG;A1;894301;2015-11-24
A1;A1;LTE 800;232;01;AUT;A1 Telekom Austria AG;A1;894301;2015-11-24
Magenta-T-;MagentaT;3G 2100;232;13;AUT;T-Mobile Austria GmbH;Magenta Telekom;894313;2019-07-10
Magenta-T-;MagentaT;GSM 1800;232;13;AUT;T-Mobile Austria GmbH;Magenta Telekom;894313;2019-07-10
Magenta-T-;MagentaT;GSM 900;232;13;AUT;T-Mobile Austria GmbH;Magenta Telekom;894313;2019-07-10
Magenta-T-;MagentaT;LTE 1800;232;13;AUT;T-Mobile Austria GmbH;Magenta Telekom;894313;2019-07-10
Magenta-T-;MagentaT;LTE 2600;232;13;AUT;T-Mobile Austria GmbH;Magenta Telekom;894313;2019-07-10
Magenta-T-;MagentaT;LTE 800;232;13;AUT;T-Mobile Austria GmbH;Magenta Telekom;894313;2019-07-10
Magenta-T-;MagentaT;3G 2100;232;03;AUT;T-Mobile Austria GmbH;Magenta Telekom;894303;2019-07-10
Magenta-T-;MagentaT;GSM 1800;232;03;AUT;T-Mobile Austria GmbH;Magenta Telekom;894303;2019-07-10
Magenta-T-;MagentaT;GSM 900;232;03;AUT;T-Mobile Austria GmbH;Magenta Telekom;894303;2019-07-10
Magenta-T-;MagentaT;LTE 1800;232;03;AUT;T-Mobile Austria GmbH;Magenta Telekom;894303;2019-07-10
Magenta-T-;MagentaT;LTE 2600;232;03;AUT;T-Mobile Austria GmbH;Magenta Telekom;894303;2019-07-10
Magenta-T-;MagentaT;LTE 800;232;03;AUT;T-Mobile Austria GmbH;Magenta Telekom;894303;2019-07-10
telering;telering;3G 2100;232;07;AUT;T-Mobile Austria GmbH;Tele-ring;894307;2016-03-02
telering;telering;GSM 1800;232;07;AUT;T-Mobile Austria GmbH;Tele-ring;894307;2016-03-02
telering;telering;GSM 900;232;07;AUT;T-Mobile Austria GmbH;Tele-ring;894307;2016-03-02
telering;telering;LTE 1800;232;07;AUT;T-Mobile Austria GmbH;Tele-ring;894307;2017-04-20
telering;telering;LTE 2600;232;07;AUT;T-Mobile Austria GmbH;Tele-ring;894307;2017-04-20
telering;telering;LTE 800;232;07;AUT;T-Mobile Austria GmbH;Tele-ring;894307;2017-04-20
spusu;spusu;NR-TDD 3500;232;17;AUT;Mass Response Services GmbH;spusu;894317;2020-01-14
AZ Nar;Nar;3G 2100;400;04;AZE;Azerfon LLC;Nar Mobile;8999404;2015-11-18
AZ Nar;Nar;GSM 1800;400;04;AZE;Azerfon LLC;Nar Mobile;8999404;2015-11-18
BAKCELL AZ;BAKCELL;3G 2100;400;02;AZE;Bakcell Limited Liable Company;Bakcell LLC;8999455;2015-07-28
BAKCELL AZ;BAKCELL;GSM 1800;400;02;AZE;Bakcell Limited Liable Company;Bakcell LLC;8999455;2015-07-28
BAKCELL AZ;BAKCELL;GSM 900;400;02;AZE;Bakcell Limited Liable Company;Bakcell LLC;8999455;2015-07-28
BAKCELL AZ;BAKCELL;LTE 1800;400;02;AZE;Bakcell Limited Liable Company;Bakcell LLC;8999455;2015-07-28
AZEAC;Azercell;3G 2100;400;01;AZE;Azercell Telecom LLC;AZERCELL GSM;8999401;2015-11-18
AZEAC;Azercell;GSM 900;400;01;AZE;Azercell Telecom LLC;AZERCELL GSM;8999401;2015-11-18
AZEAC;Azercell;LTE 1800;400;01;AZE;Azercell Telecom LLC;AZERCELL GSM;8999401;2015-11-18
ONATEL BDI;ONATEL;GSM 900;642;03;BDI;Onatel;ONATEL;8964203;2005-07-07
BASE;BASE;3G 2100;206;20;BEL;Telenet Group NV/SA;BASE;893203;2016-02-04
BASE;BASE;3G 900;206;20;BEL;Telenet Group NV/SA;BASE;893203;2016-02-04
BASE;BASE;GSM 1800;206;20;BEL;Telenet Group NV/SA;BASE;893203;2016-02-04
BASE;BASE;GSM 900;206;20;BEL;Telenet Group NV/SA;BASE;893203;2016-02-04
BASE;BASE;LTE 1800;206;20;BEL;Telenet Group NV/SA;BASE;893203;2016-02-04
BASE;BASE;LTE 800;206;20;BEL;Telenet Group NV/SA;BASE;893203;2016-02-04
Orange B;OBE;3G 2100;206;10;BEL;ORANGE Belgium nv/SA;Orange Belgium;893202;2016-05-03
Orange B;OBE;3G 900;206;10;BEL;ORANGE Belgium nv/SA;Orange Belgium;893202;2016-05-03
Orange B;OBE;GSM 1800;206;10;BEL;ORANGE Belgium nv/SA;Orange Belgium;893202;2016-05-03
Orange B;OBE;GSM 900;206;10;BEL;ORANGE Belgium nv/SA;Orange Belgium;893202;2016-05-03
Orange B;OBE;LTE 1800;206;10;BEL;ORANGE Belgium nv/SA;Orange Belgium;893202;2016-05-03
Orange B;OBE;LTE 2600;206;10;BEL;ORANGE Belgium nv/SA;Orange Belgium;893202;2016-05-03
Orange B;OBE;LTE 800;206;10;BEL;ORANGE Belgium nv/SA;Orange Belgium;893202;2016-05-03
Proximus;Proximus;3G 2100;206;01;BEL;Proximus PLC;Proximus;893200;2016-03-02
Proximus;Proximus;GSM 1800;206;01;BEL;Proximus PLC;Proximus;893200;2016-03-02
Proximus;Proximus;GSM 900;206;01;BEL;Proximus PLC;Proximus;893200;2016-03-02
Proximus;Proximus;LTE 1800;206;01;BEL;Proximus PLC;Proximus;893200;2016-03-02
MTN BENIN;MTNBENIN;3G 2100;616;03;BEN;Spacetel-Benin;MTN BENIN;8922903;2015-02-25
MTN BENIN;MTNBENIN;GSM 1800;616;03;BEN;Spacetel-Benin;MTN BENIN;8922903;2016-12-09
MTN BENIN;MTNBENIN;GSM 900;616;03;BEN;Spacetel-Benin;MTN BENIN;8922903;2019-05-08
MTN BENIN;MTNBENIN;LTE 1800;616;03;BEN;Spacetel-Benin;MTN BENIN;8922903;2016-12-09
Orange BF;Orange;3G 1900;613;02;BFA;Orange Burkina Faso S.A;Orange;8922602;2018-05-29
Orange BF;Orange;3G 2100;613;02;BFA;Orange Burkina Faso S.A;Orange;8922602;2018-05-29
Orange BF;Orange;GSM 1800;613;02;BFA;Orange Burkina Faso S.A;Orange;8922602;2018-05-29
Orange BF;Orange;GSM 900;613;02;BFA;Orange Burkina Faso S.A;Orange;8922602;2018-05-29
ONATEL;ONATEL;3G 2100;613;01;BFA;Onatel;ONATEL;8922601;2017-09-05
ONATEL;ONATEL;3G 900;613;01;BFA;Onatel;ONATEL;8922601;2017-09-05
ONATEL;ONATEL;GSM 1800;613;01;BFA;Onatel;ONATEL;8922601;2017-09-05
ONATEL;ONATEL;GSM 900;613;01;BFA;Onatel;ONATEL;8922601;2017-08-08
Airtel;Airtel;GSM 1800;470;07;BGD;Airtel Bangladesh Limited;Airtel;8947007;2013-02-20
BGD bMobile;bMobile;GSM 900;470;04;BGD;Teletalk Bangladesh Limited;Teletalk Bangladesh Ltd;8947015;2012-04-24
Banglalink;BL;3G 2100;470;03;BGD;Banglalink Digital Communications Ltd.;Banglalink;8988033;2016-04-18
Banglalink;BL;GSM 1800;470;03;BGD;Banglalink Digital Communications Ltd.;Banglalink;8988033;2016-04-18
Banglalink;BL;GSM 900;470;03;BGD;Banglalink Digital Communications Ltd.;Banglalink;8988033;2016-04-18
robi axiata;robi;3G 2100;470;02;BGD;Robi Axiata Limited;robi axiata;8988018;2015-10-07
robi axiata;robi;GSM 1800;470;02;BGD;Robi Axiata Limited;robi axiata;8988018;2015-10-07
robi axiata;robi;GSM 900;470;02;BGD;Robi Axiata Limited;robi axiata;8988018;2015-10-07
Grameenphone;Grameen;GSM 1800;470;001;BGD;Grameenphone Ltd;grameenphone;898801;2016-03-02
Grameenphone;Grameen;GSM 900;470;001;BGD;Grameenphone Ltd;grameenphone;898801;2016-03-02
Vivacom BG;Vivacom;3G 2100;284;03;BGR;Bulgarian Telecommunications Company EAD;Vivacom;8935903;2016-05-16
Vivacom BG;Vivacom;3G 900;284;03;BGR;Bulgarian Telecommunications Company EAD;Vivacom;8935903;2016-05-16
Vivacom BG;Vivacom;GSM 1800;284;03;BGR;Bulgarian Telecommunications Company EAD;Vivacom;8935903;2016-05-16
Vivacom BG;Vivacom;GSM 900;284;03;BGR;Bulgarian Telecommunications Company EAD;Vivacom;8935903;2016-05-16
Vivacom BG;Vivacom;LTE 1800;284;03;BGR;Bulgarian Telecommunications Company EAD;Vivacom;8935903;2016-05-16
Yettel BG;Yettel;3G 2100;284;05;BGR;Yettel Bulgaria EAD;Yettel;8935905;2022-05-11
Yettel BG;Yettel;3G 900;284;05;BGR;Yettel Bulgaria EAD;Yettel;8935905;2022-05-11
Yettel BG;Yettel;GSM 1800;284;05;BGR;Yettel Bulgaria EAD;Yettel;8935905;2022-05-11
Yettel BG;Yettel;GSM 900;284;05;BGR;Yettel Bulgaria EAD;Yettel;8935905;2022-05-11
Yettel BG;Yettel;LTE 1800;284;05;BGR;Yettel Bulgaria EAD;Yettel;8935905;2022-05-11
A1 BG;A1 BG;3G 2100;284;01;BGR;A1 Bulgaria EAD;A1 BG;8935901;2018-06-20
A1 BG;A1 BG;3G 900;284;01;BGR;A1 Bulgaria EAD;A1 BG;8935901;2018-06-20
A1 BG;A1 BG;GSM 1800;284;01;BGR;A1 Bulgaria EAD;A1 BG;8935901;2018-06-20
A1 BG;A1 BG;GSM 900;284;01;BGR;A1 Bulgaria EAD;A1 BG;8935901;2018-06-20
A1 BG;A1 BG;LTE 1800;284;01;BGR;A1 Bulgaria EAD;A1 BG;8935901;2018-06-20
A1 BG;A1 BG;LTE 2100;284;01;BGR;A1 Bulgaria EAD;A1 BG;8935901;2018-06-20
