06-06-22, 50.0
PPCI&N;Abrev. Net. Name;Net. Type;MCC;MNC;Country Initials;Organisation;Network;SIM;Last Update
Ooredoo;Ooredoo;3G 900;427;01;QAT;Ooredoo QSC;Ooredoo;8997401;2015-11-04
Ooredoo;Ooredoo;GSM 1800;427;01;QAT;Ooredoo QSC;Ooredoo;8997401;2015-11-04
Ooredoo;Ooredoo;GSM 900;427;01;QAT;Ooredoo QSC;Ooredoo;8997401;2015-11-04
Ooredoo;Ooredoo;LTE 1800;427;01;QAT;Ooredoo QSC;Ooredoo;8997401;2015-11-04
Ooredoo;Ooredoo;LTE 2600;427;01;QAT;Ooredoo QSC;Ooredoo;8997401;2015-11-04
Ooredoo;Ooredoo;LTE 800;427;01;QAT;Ooredoo QSC;Ooredoo;8997401;2015-11-04
FREE MOBILE RE;FREE RE;3G 2100;647;03;REU;TELCO OI;FREE MOBILE RE;8926203;2016-10-18
FREE MOBILE RE;FREE RE;3G 900;647;03;REU;TELCO OI;FREE MOBILE RE;8926203;2016-12-09
FREE MOBILE RE;FREE RE;GSM 1800;647;03;REU;TELCO OI;FREE MOBILE RE;8926203;2016-10-18
FREE MOBILE RE;FREE RE;GSM 900;647;03;REU;TELCO OI;FREE MOBILE RE;8926203;2016-10-18
FREE MOBILE RE;FREE RE;LTE 1800;647;03;REU;TELCO OI;FREE MOBILE RE;8926203;2019-04-29
FREE MOBILE RE;FREE RE;LTE 800;647;03;REU;TELCO OI;FREE MOBILE RE;8926203;2019-04-29
TELCO OI;TELCO OI;3G 2100;647;02;REU;TELCO OI;TELCO OI;8926202;2019-04-29
TELCO OI;TELCO OI;3G 900;647;02;REU;TELCO OI;TELCO OI;8926202;2019-04-29
TELCO OI;TELCO OI;GSM 1800;647;02;REU;TELCO OI;TELCO OI;8926202;2019-04-29
TELCO OI;TELCO OI;GSM 900;647;02;REU;TELCO OI;TELCO OI;8926202;2019-04-29
Orange re;Orange;GSM 1800;647;00;REU;Orange Réunion;Orange Reunion;8926200;2008-07-23
Orange re;Orange;GSM 900;647;00;REU;Orange Réunion;Orange Reunion;8926200;2008-07-23
SRR;SRR;GSM 900;647;10;REU;Société Réunionnaise du Radiotéléphone;SRR;893310;2019-08-05
ZEOP;ZEOP;LTE 1800;647;04;REU;ZEOP Mobile;ZEOP;8926204;2019-03-18
ZEOP;ZEOP;LTE 2100;647;04;REU;ZEOP Mobile;ZEOP;8926204;2019-03-18
ZEOP;ZEOP;LTE 2600;647;04;REU;ZEOP Mobile;ZEOP;8926204;2019-03-18
RO Digi.Mobil;Digi;3G 2100;226;05;ROU;S.C. RCS & RDS S.A.;Digi.Mobil;894005;2015-12-14
TELEKOM.RO;TELEKOM;3G 2100;226;03;ROU;Telekom Romania Mobile Communications S.A.;TELEKOM.RO;894003;2016-03-16
TELEKOM.RO;TELEKOM;GSM 1800;226;03;ROU;Telekom Romania Mobile Communications S.A.;TELEKOM.RO;894003;2016-03-16
TELEKOM.RO;TELEKOM;GSM 900;226;03;ROU;Telekom Romania Mobile Communications S.A.;TELEKOM.RO;894003;2016-03-16
RO ORANGE;ORANGE;3G 2100;226;10;ROU;S.C. Orange România S.A.;ORANGE;894010;2016-03-16
RO ORANGE;ORANGE;GSM 1800;226;10;ROU;S.C. Orange România S.A.;ORANGE;894010;2016-03-16
RO ORANGE;ORANGE;GSM 900;226;10;ROU;S.C. Orange România S.A.;ORANGE;894010;2016-03-16
RO Vodafone RO;VF-RO;3G 2100;226;01;ROU;S.C. Vodafone Romania S.A.;Vodafone RO;894001;2016-03-16
RO Vodafone RO;VF-RO;3G 900;226;01;ROU;S.C. Vodafone Romania S.A.;Vodafone RO;894001;2016-03-16
RO Vodafone RO;VF-RO;GSM 1800;226;01;ROU;S.C. Vodafone Romania S.A.;Vodafone RO;894001;2016-03-16
RO Vodafone RO;VF-RO;GSM 900;226;01;ROU;S.C. Vodafone Romania S.A.;Vodafone RO;894001;2016-03-16
RO Vodafone RO;VF-RO;LTE 1800;226;01;ROU;S.C. Vodafone Romania S.A.;Vodafone RO;894001;2019-03-18
MOTIV;MOTIV;GSM 1800;250;35;RUS;LLC Ekaterinburg-2000;MOTIV;8970135;2015-12-14
Tele2 RU;Tele2;3G 2100;250;20;RUS;LLC T2 Mobile;Tele2;8970120;2016-12-20
Tele2 RU;Tele2;GSM 1800;250;20;RUS;LLC T2 Mobile;Tele2;8970120;2016-03-16
Tele2 RU;Tele2;GSM 900;250;20;RUS;LLC T2 Mobile;Tele2;8970120;2016-12-20
beeline;beeline;3G 2100;250;99;RUS;VimpelCom PJSC;beeline;8970199;2022-01-21
beeline;beeline;GSM 1800;250;99;RUS;VimpelCom PJSC;beeline;8970199;2022-01-21
beeline;beeline;GSM 900;250;99;RUS;VimpelCom PJSC;beeline;8970199;2022-01-21
beeline;beeline;LTE 2600;250;99;RUS;VimpelCom PJSC;beeline;8970199;2022-01-21
beeline;beeline;LTE 800;250;99;RUS;VimpelCom PJSC;beeline;8970199;2022-01-21
MegaFon RUS;Megafon;3G 2100;250;02;RUS;MegaFon PJSC;MegaFon;8970102;2022-04-22
MegaFon RUS;Megafon;GSM 1800;250;02;RUS;MegaFon PJSC;MegaFon;8970102;2022-04-22
MegaFon RUS;Megafon;GSM 900;250;02;RUS;MegaFon PJSC;MegaFon;8970102;2022-04-22
MegaFon RUS;Megafon;LTE 2500;250;02;RUS;MegaFon PJSC;MegaFon;8970102;2022-04-22
MegaFon RUS;Megafon;LTE 2600;250;02;RUS;MegaFon PJSC;MegaFon;8970102;2022-04-22
MTS RUS;MTS RUS;3G 2100;250;01;RUS;PJSC Mobile TeleSystems (MTS);MTS;8970101;2016-03-16
MTS RUS;MTS RUS;3G 900;250;01;RUS;PJSC Mobile TeleSystems (MTS);MTS;8970101;2016-03-16
MTS RUS;MTS RUS;GSM 1800;250;01;RUS;PJSC Mobile TeleSystems (MTS);MTS;8970101;2016-03-16
MTS RUS;MTS RUS;GSM 900;250;01;RUS;PJSC Mobile TeleSystems (MTS);MTS;8970101;2016-03-16
MTS RUS;MTS RUS;LTE-FDD 2600;250;01;RUS;PJSC Mobile TeleSystems (MTS);MTS;8970101;2016-03-16
MTS RUS;MTS RUS;LTE-FDD 800;250;01;RUS;PJSC Mobile TeleSystems (MTS);MTS;8970101;2016-03-16
MTS RUS;MTS RUS;LTE-TD 2600;250;01;RUS;PJSC Mobile TeleSystems (MTS);MTS;8970101;2016-05-25
LETAI;LETAI;GSM 1800;250;27;RUS;TVOI MOBIL'NYE TEKHNOLOGII LLC;LETAI;8970127;2016-02-04
LETAI;LETAI;LTE 1800;250;27;RUS;TVOI MOBIL'NYE TEKHNOLOGII LLC;LETAI;8970127;2016-02-04
voda;voda;LTE 1900;250;28;RUS;LLC Antares;voda;8970128;2015-12-18
Tinkoff Mobile;Tinkoff;3G 2100;250;62;RUS;"Tinkoff Mobile" LLC;Tinkoff;89701620;2021-06-08
Tinkoff Mobile;Tinkoff;GSM 900;250;62;RUS;"Tinkoff Mobile" LLC;Tinkoff;89701620;2021-06-07
Tinkoff Mobile;Tinkoff;LTE 2600;250;62;RUS;"Tinkoff Mobile" LLC;Tinkoff;89701620;2021-06-07
Airtel;Airtel;3G 2100;635;14;RWA;Bharti Airtel Rwanda Holdings B.V.;Airtel;8925014;2016-03-24
Airtel;Airtel;GSM 1800;635;14;RWA;Bharti Airtel Rwanda Holdings B.V.;Airtel;8925014;2016-03-24
Airtel;Airtel;GSM 900;635;14;RWA;Bharti Airtel Rwanda Holdings B.V.;Airtel;8925014;2016-03-24
Airtel;Airtel;LTE 1800;635;14;RWA;Bharti Airtel Rwanda Holdings B.V.;Airtel;8925014;2016-03-24
Airtel;Airtel;LTE 800;635;14;RWA;Bharti Airtel Rwanda Holdings B.V.;Airtel;8925014;2016-03-24
MTN RWANDA;MTN;3G 2100;635;10;RWA;MTN RwandaCell PLC;MTN-RWA;8925010;2017-05-08
MTN RWANDA;MTN;GSM 1800;635;10;RWA;MTN RwandaCell PLC;MTN-RWA;8925010;2017-05-08
MTN RWANDA;MTN;GSM 900;635;10;RWA;MTN RwandaCell PLC;MTN-RWA;8925010;2017-05-08
MTN RWANDA;MTN;LTE 1800;635;10;RWA;MTN RwandaCell PLC;MTN-RWA;8925010;2017-05-08
MTN RWANDA;MTN;LTE 800;635;10;RWA;MTN RwandaCell PLC;MTN-RWA;8925010;2017-05-08
Zain KSA;Zain KSA;GSM 1800;420;04;SAU;MTC Saudi Arabia (Zain);Zain Saudi Arabia;8996604;2015-03-12
Zain KSA;Zain KSA;GSM 900;420;04;SAU;MTC Saudi Arabia (Zain);Zain Saudi Arabia;8996604;2015-03-12
Zain KSA;Zain KSA;LTE 2100;420;04;SAU;MTC Saudi Arabia (Zain);Zain Saudi Arabia;8996604;2015-03-12
Mobily-KSA;Mobily;3G 2100;420;03;SAU;Etihad Etisalat Company;Mobily;8996603;2012-07-03
Mobily-KSA;Mobily;GSM 900;420;03;SAU;Etihad Etisalat Company;Mobily;8996603;2012-07-03
Mobily-KSA;Mobily;LTE-TD 2500;420;03;SAU;Etihad Etisalat Company;Mobily;8996603;2016-05-25
stc;stc;3G 2100;420;01;SAU;Saudi Telecom Company (STC);stc;8996601;2020-01-27
stc;stc;GSM 900;420;01;SAU;Saudi Telecom Company (STC);stc;8996601;2020-01-27
stc;stc;LTE-TD 2300;420;01;SAU;Saudi Telecom Company (STC);stc;8996601;2020-01-27
salam mobile;salam;GSM 1800;420;09;SAU;Integrated Telecom Mobile Company Ltd;salam mobile;8996609;2022-04-06
salam mobile;salam;GSM 900;420;09;SAU;Integrated Telecom Mobile Company Ltd;salam mobile;8996609;2022-04-06
salam mobile;salam;LTE 2100;420;09;SAU;Integrated Telecom Mobile Company Ltd;salam mobile;8996609;2022-04-06
Zain SDN;Zain SD;3G 2100;634;01;SDN;Sudanese Mobile Telephone (Zain) Co. Ltd;Zain Sudan;8924901;2015-11-18
Zain SDN;Zain SD;GSM 1800;634;01;SDN;Sudanese Mobile Telephone (Zain) Co. Ltd;Zain Sudan;8924901;2015-11-18
Zain SDN;Zain SD;GSM 900;634;01;SDN;Sudanese Mobile Telephone (Zain) Co. Ltd;Zain Sudan;8924901;2015-11-18
MTN;MTN;3G 2100;634;02;SDN;MTN Sudan;MTN;8924902;2015-10-13
MTN;MTN;GSM 1800;634;02;SDN;MTN Sudan;MTN;8924902;2015-10-13
MTN;MTN;GSM 900;634;02;SDN;MTN Sudan;MTN;8924902;2015-10-13
SEN;Free;3G 2100;608;02;SEN;SAGA AFRICA HOLDING LIMITED;Free;8922102;2020-01-23
SEN;Free;GSM 900;608;02;SEN;SAGA AFRICA HOLDING LIMITED;Free;8922102;2020-01-23
SEN;Free;LTE-FDD 1800;608;02;SEN;SAGA AFRICA HOLDING LIMITED;Free;8922102;2020-01-23
SEN;Free;LTE-FDD 800;608;02;SEN;SAGA AFRICA HOLDING LIMITED;Free;8922102;2020-01-23
Orange SN;OrangeSN;GSM 900;608;01;SEN;Société Nationale des Télécommunications du Sénégal (SONATEL);Orange Senegal;8922101;2018-06-20
SEN expresso;Expresso;GSM 1800;608;03;SEN;Sudan Telecom Company Ltd;Expresso Senegal;8922103;2012-08-13
SEN expresso;Expresso;GSM 900;608;03;SEN;Sudan Telecom Company Ltd;Expresso Senegal;8922103;2012-08-13
StarHub;StarHub;3G 2100;525;08;SGP;StarHub Mobile Pte Ltd;StarHub;896505;2016-03-16
StarHub;StarHub;LTE 1800;525;08;SGP;StarHub Mobile Pte Ltd;StarHub;896505;2016-03-16
StarHub;StarHub;LTE 2600;525;08;SGP;StarHub Mobile Pte Ltd;StarHub;896505;2016-03-16
StarHub;StarHub;3G 2100;525;05;SGP;StarHub Mobile Pte Ltd;StarHub;896505;2016-03-16
StarHub;StarHub;LTE 1800;525;05;SGP;StarHub Mobile Pte Ltd;StarHub;896505;2016-03-16
StarHub;StarHub;LTE 2600;525;05;SGP;StarHub Mobile Pte Ltd;StarHub;896505;2016-03-16
Singtel;Singtel;3G 2100;525;01;SGP;SingTel Mobile Singapore Pte. Ltd.;Singtel;896501;2016-01-05
Singtel;Singtel;3G 900;525;01;SGP;SingTel Mobile Singapore Pte. Ltd.;Singtel;896501;2016-01-05
Singtel;Singtel;LTE 1800;525;01;SGP;SingTel Mobile Singapore Pte. Ltd.;Singtel;896501;2016-01-05
Singtel;Singtel;LTE 2100;525;01;SGP;SingTel Mobile Singapore Pte. Ltd.;Singtel;896501;2021-07-21
Singtel;Singtel;LTE 2500;525;01;SGP;SingTel Mobile Singapore Pte. Ltd.;Singtel;896501;2021-07-07
Singtel;Singtel;LTE 2600;525;01;SGP;SingTel Mobile Singapore Pte. Ltd.;Singtel;896501;2016-01-05
Singtel;Singtel;LTE 900;525;01;SGP;SingTel Mobile Singapore Pte. Ltd.;Singtel;896501;2016-01-05
Singtel;Singtel;NR 2100;525;01;SGP;SingTel Mobile Singapore Pte. Ltd.;Singtel;896501;2021-07-07
Singtel;Singtel;NR 28000;525;01;SGP;SingTel Mobile Singapore Pte. Ltd.;Singtel;896501;2021-07-08
Singtel;Singtel;NR 3500;525;01;SGP;SingTel Mobile Singapore Pte. Ltd.;Singtel;896501;2021-07-08
Singtel;Singtel;NR 3500;525;02;SGP;SingTel Mobile Singapore Pte. Ltd.;Singtel;896501;2021-07-21
SGP-M1;M1;3G 2100;525;03;SGP;M1 Limited;M1 Limited;896503;2016-03-16
SGP-M1;M1;LTE 1800;525;03;SGP;M1 Limited;M1 Limited;896503;2016-03-16
SGP-M1;M1;LTE 2600;525;03;SGP;M1 Limited;M1 Limited;896503;2016-03-16
TPG SG;TPG SG;LTE 900;525;10;SGP;Simba Telecom Pte. Ltd.;TPG SG;896510;2019-03-26
TPG SG;TPG SG;LTE-TDD 2300;525;10;SGP;Simba Telecom Pte. Ltd.;TPG SG;896510;2019-03-26
TPG SG;TPG SG;LTE-TDD 2600;525;10;SGP;Simba Telecom Pte. Ltd.;TPG SG;896510;2019-03-26
Sure;Sure;GSM 1800;658;01;SHN;Sure South Atlantic (St Helena & Ascension Islands) Ltd;Sure South Atlantic Ltd (Ascension);8924701;2015-05-20
Sure;Sure;GSM 900;658;01;SHN;Sure South Atlantic (St Helena & Ascension Islands) Ltd;Sure South Atlantic Ltd (Ascension);8924701;2015-05-20
Our Telekom;Telekom;GSM 900;540;01;SLB;Solomon Telekom Company Limited;Our Telekom;8967701;2018-11-13
bmobile;bmobile;GSM 1800;540;02;SLB;Bemobile (Solomon Islands) Limited;bmobile;8967702;2014-05-07
bmobile;bmobile;GSM 900;540;02;SLB;Bemobile (Solomon Islands) Limited;bmobile;8967702;2014-05-07
Africell;Africell;GSM 900;619;05;SLE;Africell Sierra Leone Limited;Africell;89232;2016-02-23
Orange SL;OrangeSL;GSM 900;619;01;SLE;Orange (SL) Limited;Orange;8923201;2018-08-07
QCell;QC;3G 2100;619;07;SLE;QCell (SL) Ltd.;QCell;8923207;2019-04-30
QCell;QC;GSM 1800;619;07;SLE;QCell (SL) Ltd.;QCell;8923207;2019-04-30
QCell;QC;GSM 900;619;07;SLE;QCell (SL) Ltd.;QCell;8923207;2019-04-30
Movistar;Movistar;3G 1900;706;04;SLV;Telefónica Móviles El Salvador, S.A de C.V.;Telefonica;8950304;2017-08-22
Movistar;Movistar;3G 850;706;04;SLV;Telefónica Móviles El Salvador, S.A de C.V.;Telefonica;8950304;2018-10-16
Movistar;Movistar;GSM 1900;706;04;SLV;Telefónica Móviles El Salvador, S.A de C.V.;Telefonica;8950304;2016-02-04
Movistar;Movistar;GSM 850;706;04;SLV;Telefónica Móviles El Salvador, S.A de C.V.;Telefonica;8950304;2016-02-04
Movistar;Movistar;LTE 1900;706;04;SLV;Telefónica Móviles El Salvador, S.A de C.V.;Telefonica;8950304;2017-08-22
Movistar;Movistar;LTE 850;706;04;SLV;Telefónica Móviles El Salvador, S.A de C.V.;Telefonica;8950304;2018-10-16
Tigo SV;Tigo;GSM 850;706;03;SLV;Telemovil El Salvador, S.A.;Tigo El Salvador;8970603;2015-06-30
Digicel;DIGICEL;3G 900;706;02;SLV;Digicel, S.A. de C.V.;Digicel;8950302;2015-09-03
Digicel;DIGICEL;GSM 900;706;02;SLV;Digicel, S.A. de C.V.;Digicel;8950302;2015-09-03
CLARO SLV;ClaroSLV;3G 2100;706;01;SLV;CTE Telecom Personal, S.A. de C.V.;CLARO SLV;8950301;2015-09-22
CLARO SLV;ClaroSLV;GSM 1900;706;01;SLV;CTE Telecom Personal, S.A. de C.V.;CLARO SLV;8950301;2015-09-22
CLARO SLV;ClaroSLV;LTE-FDD 1900;706;01;SLV;CTE Telecom Personal, S.A. de C.V.;CLARO SLV;8950301;2017-07-26
Som Golis;Golis;GSM 900;637;30;SOM;Golis Telecommunications Company Ltd;Golis Telecom Somalia;8925251;2012-08-17
SO Telesom;Tele;GSM 900;637;01;SOM;Telesom Company;Telesom;8925222;2009-01-05
Hormuud Telecom;Hormuud;3G 2100;637;50;SOM;Hormuud Telecommunication Incorporation;Hormuud Telecom Inc.;8925211;2016-08-08
Hormuud Telecom;Hormuud;GSM 1800;637;50;SOM;Hormuud Telecommunication Incorporation;Hormuud Telecom Inc.;8925211;2016-08-08
Hormuud Telecom;Hormuud;GSM 900;637;50;SOM;Hormuud Telecommunication Incorporation;Hormuud Telecom Inc.;8925211;2016-08-08
Hormuud Telecom;Hormuud;LTE 1800;637;50;SOM;Hormuud Telecommunication Incorporation;Hormuud Telecom Inc.;8925211;2016-08-08
Hormuud Telecom;Hormuud;LTE 800;637;50;SOM;Hormuud Telecommunication Incorporation;Hormuud Telecom Inc.;8925211;2016-08-08
SPM AMERIS;AMERIS;GSM 900;308;01;SPM;SPM Telecom;AMERIS;8950801;2008-07-23
SPM Telecom;SPM;LTE 1800;308;03;SPM;SPM Telecom;SPM Telecom;8950801;2021-03-26
SPM Telecom;SPM;LTE 800;308;03;SPM;SPM Telecom;SPM Telecom;8950801;2021-03-26
A1 SRB;A1 SRB;3G 2100;220;05;SRB;A1 Srbija d.o.o. Beograd;A1 Srbija;8938105;2021-04-12
A1 SRB;A1 SRB;GSM 1800;220;05;SRB;A1 Srbija d.o.o. Beograd;A1 Srbija;8938105;2021-04-12
A1 SRB;A1 SRB;GSM 900;220;05;SRB;A1 Srbija d.o.o. Beograd;A1 Srbija;8938105;2021-04-12
A1 SRB;A1 SRB;LTE 1800;220;05;SRB;A1 Srbija d.o.o. Beograd;A1 Srbija;8938105;2021-04-12
mt:s;MTS;3G 2100;220;03;SRB;Telekom Srbija a.d.;Telekom Srbija;8938103;2016-03-16
mt:s;MTS;GSM 1800;220;03;SRB;Telekom Srbija a.d.;Telekom Srbija;8938103;2016-03-16
mt:s;MTS;GSM 900;220;03;SRB;Telekom Srbija a.d.;Telekom Srbija;8938103;2016-03-16
mt:s;MTS;LTE 1800;220;03;SRB;Telekom Srbija a.d.;Telekom Srbija;8938103;2016-03-16
Telenor SRB;Telenor;3G 2100;220;01;SRB;Yettel d.o.o. Belgrade;Telenor;8938101;2015-11-04
Telenor SRB;Telenor;GSM 1800;220;01;SRB;Yettel d.o.o. Belgrade;Telenor;8938101;2015-11-04
Telenor SRB;Telenor;GSM 900;220;01;SRB;Yettel d.o.o. Belgrade;Telenor;8938101;2015-11-04
Telenor SRB;Telenor;LTE 1800;220;01;SRB;Yettel d.o.o. Belgrade;Telenor;8938101;2015-11-04
ZAIN SS;ZAIN SS;GSM 1800;659;06;SSD;Sudanese Mobile Telephone (Zain South Sudan) Co.Ltd;Sudanese Mobile Telephone (ZAIN) CO.LTD;8921101;2014-11-18
ZAIN SS;ZAIN SS;GSM 900;659;06;SSD;Sudanese Mobile Telephone (Zain South Sudan) Co.Ltd;Sudanese Mobile Telephone (ZAIN) CO.LTD;8921101;2014-11-18
Digitel;DT-SSD;GSM 1800;659;05;SSD;DIGITEL Holdings Ltd.;Digitel;8921105;2021-03-19
Digitel;DT-SSD;GSM 900;659;05;SSD;DIGITEL Holdings Ltd.;Digitel;8921105;2021-03-19
Digitel;DT-SSD;LTE 1800;659;05;SSD;DIGITEL Holdings Ltd.;Digitel;8921105;2021-03-19
Digitel;DT-SSD;LTE 800;659;05;SSD;DIGITEL Holdings Ltd.;Digitel;8921105;2021-03-19
Digitel;DT-SSD;UTRA/FDD 2100;659;05;SSD;DIGITEL Holdings Ltd.;Digitel;8921105;2021-03-19
STP CSTmovel;CSTmovel;GSM 900;626;01;STP;Companhia Santomense de Telecomunicações, SARL;CSTmovel;8923901;2012-07-05
Unitel STP;Unitel;3G 1900;626;02;STP;Unitel STP S.a.r.l.;Unitel STP;8923902;2014-06-09
Unitel STP;Unitel;3G 2100;626;02;STP;Unitel STP S.a.r.l.;Unitel STP;8923902;2014-06-09
Unitel STP;Unitel;3G 900;626;02;STP;Unitel STP S.a.r.l.;Unitel STP;8923902;2014-06-09
Unitel STP;Unitel;GSM 900;626;02;STP;Unitel STP S.a.r.l.;Unitel STP;8923902;2014-06-09
DIGICEL;DIGICEL;3G 900;746;03;SUR;Digicel Suriname N.V.;Digicel Suriname NV;8959703;2015-10-14
DIGICEL;DIGICEL;GSM 1800;746;03;SUR;Digicel Suriname N.V.;Digicel Suriname NV;8959703;2015-10-14
DIGICEL;DIGICEL;GSM 900;746;03;SUR;Digicel Suriname N.V.;Digicel Suriname NV;8959703;2015-10-14
TELESUR;TELESUR;GSM 1800;746;02;SUR;Telecommunications Company Suriname;TELESUR;8959702;2021-02-18
TELESUR;TELESUR;GSM 900;746;02;SUR;Telecommunications Company Suriname;TELESUR;8959702;2021-02-18
TELESUR;TELESUR;LTE 1800;746;02;SUR;Telecommunications Company Suriname;TELESUR;8959702;2021-02-18
TELESUR;TELESUR;LTE 2100;746;02;SUR;Telecommunications Company Suriname;TELESUR;8959702;2021-02-18
TELESUR;TELESUR;LTE 700;746;02;SUR;Telecommunications Company Suriname;TELESUR;8959702;2021-02-18
TELESUR;TELESUR;NRn 78;746;02;SUR;Telecommunications Company Suriname;TELESUR;8959702;2021-02-18
TELESUR;TELESUR;UMTS 2100;746;02;SUR;Telecommunications Company Suriname;TELESUR;8959702;2021-02-18
TELESUR;TELESUR;UMTS 900;746;02;SUR;Telecommunications Company Suriname;TELESUR;8959702;2021-02-18
O2 - SK;O2 - SK;3G 2100;231;06;SVK;O2 Slovakia, s.r.o.;O2 - SK;8942104;2016-03-16
O2 - SK;O2 - SK;GSM 1800;231;06;SVK;O2 Slovakia, s.r.o.;O2 - SK;8942104;2016-03-16
O2 - SK;O2 - SK;GSM 900;231;06;SVK;O2 Slovakia, s.r.o.;O2 - SK;8942104;2016-03-16
O2 - SK;O2 - SK;LTE 1800;231;06;SVK;O2 Slovakia, s.r.o.;O2 - SK;8942104;2019-04-29
O2 - SK;O2 - SK;LTE 800;231;06;SVK;O2 Slovakia, s.r.o.;O2 - SK;8942104;2019-04-29
Orange SK;Orange;3G 2100;231;01;SVK;Orange Slovensko, a.s.;Orange SK;8942101;2015-09-23
Orange SK;Orange;GSM 1800;231;01;SVK;Orange Slovensko, a.s.;Orange SK;8942101;2015-09-23
Orange SK;Orange;GSM 900;231;01;SVK;Orange Slovensko, a.s.;Orange SK;8942101;2015-09-23
Telekom SK;Telekom;3G 2100;231;02;SVK;Slovak Telekom, a.s.;Telekom;8942102;2016-03-16
Telekom SK;Telekom;GSM 1800;231;02;SVK;Slovak Telekom, a.s.;Telekom;8942102;2016-03-16
Telekom SK;Telekom;GSM 900;231;02;SVK;Slovak Telekom, a.s.;Telekom;8942102;2016-03-16
Telekom SK;Telekom;LTE 1800;231;02;SVK;Slovak Telekom, a.s.;Telekom;8942102;2016-03-16
SWAN SK;SWAN SK;LTE 1800;231;03;SVK;SWAN, a.s.;SWAN SK;894210;2016-03-16
T-2;T-2;3G 2100;293;64;SVN;T-2 d.o.o.;T-2;8938664;2011-07-22
TELEMACH;TELEMACH;3G 2100;293;70;SVN;Telemach d.o.o.;TELEMACH;8938670;2016-05-13
TELEMACH;TELEMACH;3G 900;293;70;SVN;Telemach d.o.o.;TELEMACH;8938670;2016-05-13
TELEMACH;TELEMACH;GSM 1800;293;70;SVN;Telemach d.o.o.;TELEMACH;8938670;2016-05-13
TELEMACH;TELEMACH;LTE 800;293;70;SVN;Telemach d.o.o.;TELEMACH;8938670;2016-05-13
TELEMACH;TELEMACH;LTE-FDD 2300;293;70;SVN;Telemach d.o.o.;TELEMACH;8938670;2021-07-15
TELEMACH;TELEMACH;LTE-FDD 700;293;70;SVN;Telemach d.o.o.;TELEMACH;8938670;2021-07-15
TELEMACH;TELEMACH;NRn 78/258;293;70;SVN;Telemach d.o.o.;TELEMACH;8938670;2021-07-15
A1 SI;A1 SI;3G 2100;293;40;SVN;A1 Slovenija, d.d.;A1 SI;8938640;2017-05-19
A1 SI;A1 SI;GSM 1800;293;40;SVN;A1 Slovenija, d.d.;A1 SI;8938640;2017-05-19
A1 SI;A1 SI;GSM 900;293;40;SVN;A1 Slovenija, d.d.;A1 SI;8938640;2017-05-19
A1 SI;A1 SI;LTE 1800;293;40;SVN;A1 Slovenija, d.d.;A1 SI;8938640;2017-05-19
MOBITEL;MOBITEL;3G 2100;293;41;SVN;Telekom Slovenije d.d.;MOBITEL;8938641;2015-10-09
MOBITEL;MOBITEL;GSM 1800;293;41;SVN;Telekom Slovenije d.d.;MOBITEL;8938641;2015-10-09
MOBITEL;MOBITEL;GSM 900;293;41;SVN;Telekom Slovenije d.d.;MOBITEL;8938641;2015-10-09
MOBITEL;MOBITEL;LTE 1800;293;41;SVN;Telekom Slovenije d.d.;MOBITEL;8938641;2015-10-09
MOBITEL;MOBITEL;LTE 2100;293;41;SVN;Telekom Slovenije d.d.;MOBITEL;8938641;2015-10-09
MOBITEL;MOBITEL;LTE 2600;293;41;SVN;Telekom Slovenije d.d.;MOBITEL;8938641;2015-10-09
MOBITEL;MOBITEL;LTE 800;293;41;SVN;Telekom Slovenije d.d.;MOBITEL;8938641;2015-10-09
MOBITEL;MOBITEL;LTE 900;293;41;SVN;Telekom Slovenije d.d.;MOBITEL;8938641;2015-10-09
SWEDEN;SWE;3G 2100;240;04;SWE;Hi3G Access AB;Hi3G Access AB / Telenor Sverige AB;894608;2016-03-16
3 SE;3 SE;3G 2100;240;02;SWE;Hi3G Access AB;3;894607;2016-03-16
Sweden 3G;Sweden3G;3G 2100;240;05;SWE;Telia Company AB;TeliaSonera shared with COMVIQ GSM;894601;2016-02-04
Telia SE;Telia;GSM 1800;240;01;SWE;Telia Company AB;TeliaSonera;894601;2022-05-06
Telia SE;Telia ;GSM 900;240;01;SWE;Telia Company AB;TeliaSonera;894601;2022-05-06
Telia SE;Telia;LTE 1800;240;01;SWE;Telia Company AB;TeliaSonera;894601;2022-05-06
Telia SE;Telia;LTE 2600;240;01;SWE;Telia Company AB;TeliaSonera;894601;2022-05-06
Telia SE;Telia;LTE 800;240;01;SWE;Telia Company AB;TeliaSonera;894601;2022-05-06
SWEDEN;SWE;3G 2100;240;04;SWE;Telenor Sverige AB;Telenor Sverige AB / Hi3G Access AB;;2016-05-25
Sweden Mobile;MobileS;GSM 1800;240;24;SWE;Telenor Sverige AB;Telenor Sverige AB / Tele2 AB (Shared Network);;2017-03-13
Sweden Mobile;MobileS;GSM 900;240;24;SWE;Telenor Sverige AB;Telenor Sverige AB / Tele2 AB (Shared Network);;2017-03-13
Telenor SE;TelenorS;3G 2100;240;08;SWE;Telenor Sverige AB;Telenor;894608;2016-03-16
Telenor SE;TelenorS;LTE 1800;240;08;SWE;Telenor Sverige AB;Telenor;894608;2016-03-16
Telenor SE;TelenorS;LTE 2600;240;08;SWE;Telenor Sverige AB;Telenor;894608;2016-03-16
